SEQ,100,34
SEQ,1000,1096
SEQ,10000,113615
PLL,100,225
PLL,1000,223
PLL,10000,11542
PLL,100,105
PLL,1000,223
PLL,10000,11169
PLL,100,235
PLL,1000,211
PLL,10000,11171
PLL,100,103
PLL,1000,222
PLL,10000,11170
PLL,100,99
PLL,1101,210
PLL,11102,5205
PLL,100,103
PLL,1000,212
PLL,10000,11520
SEQ,100,28
SEQ,1000,1094
SEQ,10000,128941
SEQ,100,32
SEQ,1000,1112
SEQ,10000,115149
PLL,100,183
PLL,1000,230
PLL,10000,11173
